ResponseID,Campus,Position,StudyArea,ID,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,Comment1,HowOftenL,HowOftenC,HowOftenW,NA1,NA2,NA3,NA4,NA5,NA6,NA7,NA8,NA9,NA10,NA11,NA12,NA13,NA14,NA15,NA16,NA17,NA18,NA19,NA20,NA21,NA22,NA23,NA24,NA25,NA26,NPS1
1101,1,1,4,1,6,6,6,,,7,,5,6,,7,7,7,7,4,,7,7,7,7,7,7,5,7,7,6,4,6,5,,,6,,5,5,,5,6,6,4,5,,6,6,4,5,6,6,5,6,5,4,6,Keep it up,1,1,2,,,,1,1,,1,,,1,,,,,,1,,,,,,,,,,,9
1121,1,1,2,2,7,7,7,7,7,7,,,,7,7,7,7,7,7,7,7,7,7,,7,,7,7,7,7,7,7,4,7,7,7,,,,6,4,6,7,5,4,5,6,7,7,,7,,7,6,5,5,7,"Some of the plugs under the big round table of library level 4 are not working so I feel that the library can work on it. Furthermore, I feel that the library toiler has too little cubicles (only three per level) is not enough for so many students studying in the library daily. Besides that, I feel that the library has done a good job in terms of the availability of resources and workshops.",1,1,2,,,,,,,1,1,1,,,,,,,,,,,1,,1,,,,,10
1164,1,3,4,2,4,5,7,5,5,7,,,,5,,6,6,7,5,3,3,6,7,5,5,5,5,4,5,2,4,6,6,2,3,6,,,,4,,5,5,4,5,5,4,4,2,4,4,5,4,6,6,5,6,,2,1,3,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,8
1175,2,2,5,2,5,6,6,5,4,6,,6,6,,6,5,5,,,,6,6,7,5,6,7,7,6,5,6,5,4,3,6,5,5,,6,6,,7,6,6,,,,5,6,2,5,2,6,5,5,4,3,5,"have more books that have ebook versions, and a printer that doesn't break down so often / more printers in KGC library",2,1,1,,,,,,,1,,,1,,,,1,1,1,,,,,,,,,,,6
1190,1,3,5,2,1,7,7,,,7,7,7,,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,1,5,6,,,4,4,6,,,5,4,3,3,1,,7,7,3,5,7,5,5,5,5,4,5,Not applicable.,1,1,1,,,,1,1,,,,1,1,,,,,,1,,,,,,,,,,,7
1205,1,4,1,1,5,5,6,4,4,7,,5,,6,7,6,6,7,7,,7,7,5,,6,6,6,5,4,,5,4,7,5,6,6,,7,,6,7,7,7,5,6,,7,7,6,,7,4,7,4,5,,6,"Drawing clear distinction between quiet and non-quiet area. 
Educating Exchange students clearly of SMU Library etiquette (especially on their voice volume).",1,1,3,,,,,,,1,,1,,,,,,,1,,,,1,,,,,,1,10
1211,1,1,3,2,7,7,7,7,1,7,,,7,,7,7,7,7,7,3,6,7,7,,7,,7,7,1,7,7,7,7,7,1,7,,,7,,7,7,7,1,1,1,1,5,1,,4,,1,7,1,4,4,"The library has improved pretty well from my seniors time. The major problem is seat-hogging, which shouldn’t be allowed as there is lack courtesy to those who want to study. 
Many students who are like the permanent residence of the library always chope seats inconsiderately and go elsewhere; to lessons, meals and even CCAs. They leave their belongings at the library as though the library is a depository. 
For entrepreneurs like me, who is not that familiar with the library and the undefined culture of these students kind of disturb me. It makes me have a bad impression towards the library. I can never find a seat there to do my revision before heading to work. It caused me extreme inconvenience.",3,1,2,,,,,,,1,1,,1,,,,,,,,,,1,,1,,,,,0
1290,1,4,2,2,7,7,7,6,7,,7,7,7,7,,6,7,5,2,,,7,6,,7,5,7,6,5,5,7,7,7,6,6,,7,6,7,7,,6,7,5,3,,,7,4,,7,5,7,6,4,4,7,"More individual booths for studying on Level 4, prefers the white glass booths we had previously",1,1,3,,,,,,1,,,,,1,,,,,1,1,,,1,,,,,,,9
1306,1,2,2,2,5,5,5,,5,7,,6,,5,6,3,4,6,6,,5,7,5,4,6,6,5,6,5,5,6,6,6,,5,7,,6,,5,4,4,5,5,3,,5,7,5,5,6,6,6,6,5,4,5,,1,1,2,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,8
1324,1,4,3,2,5,5,5,4,6,6,,7,,6,5,5,6,7,3,,7,7,7,5,7,7,7,5,6,,5,5,6,5,6,6,,7,,7,5,5,5,5,4,,7,7,7,6,7,7,7,4,6,,5,,2,1,2,,,,,,,1,,1,,,,,,,1,,,,,,,,,,1,8
1371,1,2,6,2,3,5,4,2,4,6,,5,,,7,2,4,6,5,,7,7,6,,6,5,5,5,5,5,5,5,5,6,4,6,,5,,,5,6,4,3,5,,5,7,4,,6,4,5,5,5,2,5,"More efficient space usage would be beneficial. The Level 4 circular tables, for instance, now have much lower seating capacities than the previous tables.",1,1,2,,,,,,,1,,1,1,,,,,,1,,,,1,,,,,,,7
1387,2,3,2,2,7,7,6,7,4,7,,5,7,6,6,6,7,7,7,,,7,7,6,7,,7,7,6,,2,2,3,4,2,5,,5,6,4,6,4,7,1,4,,,7,4,5,5,,1,5,4,,4,"Perhaps the librarians could monitor the study areas and prevent seat hogging. If not, the library could design a room specifically for group studying, meaning specific seats could be booked through an online portal for people wanting to study together. It is especially difficult to find a seat in the library these days and that really puts me off from coming to the library.",2,1,3,,,,,,,1,,,,,,,,,1,1,,,,,1,,,,1,8
1399,2,1,5,1,5,6,4,5,5,6,,6,,,7,7,7,7,7,,7,7,,7,7,7,7,7,6,7,2,3,4,4,4,5,,6,,,5,5,5,4,4,,7,7,,5,5,4,5,4,4,2,5,The slamming shut of the staircase doors in the KGC library is extremely disruptive.,2,1,2,,,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,7
1420,1,4,1,2,3,3,6,5,2,6,,,2,5,,,6,7,7,5,6,7,7,3,6,6,5,6,5,2,6,6,6,6,2,6,,,6,6,,,5,2,2,5,6,7,7,6,6,6,6,6,5,4,5,,2,1,3,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,8
1429,2,3,2,2,5,7,5,4,3,7,7,7,,7,,6,6,7,7,,7,7,7,7,7,,7,7,7,,6,6,6,6,6,3,7,7,,6,,6,6,7,5,,7,7,5,7,7,,7,5,7,,7,"Opening hours can be further extended, especially for the law library. Consistency of the wireless screen thingy at the project rooms can also be improved because sometimes we book a room with the intention of using the screen and it doesn't work :( there are also times when some people are disruptive (i.e. talking loudly on the phone in the library) and i feel like there is nothing done about it. but it's not very often that this happens and the environment is often conducive for work which i really appreciate.",2,2,2,,,,,,,,,1,,1,,,,,1,,,,,,1,,,,1,8
1461,1,3,2,2,5,6,5,4,5,6,,,5,,,5,5,7,5,,6,6,6,6,6,6,5,5,6,5,4,6,4,3,5,2,,,5,,,5,5,2,3,,6,6,6,5,4,5,5,5,5,3,5,Not enough seats!!! Too many seat hoggers. Can put more tables in empty spaces that make full use of the library.,2,1,3,,,,,,,1,1,,1,1,,,,,1,,,,,,,,,,,8
1471,1,6,2,1,3,6,7,3,6,6,,,5,,,5,7,7,7,4,7,7,7,7,6,5,7,7,6,7,7,7,7,6,6,6,,,6,,,7,7,3,6,7,7,7,7,7,6,7,7,7,7,5,5,,1,1,2,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,8
1506,1,1,6,2,7,6,7,6,7,7,,,6,6,,7,7,7,7,5,6,7,7,,7,6,6,6,6,5,5,7,7,6,6,6,,,6,4,,6,7,5,3,5,6,7,5,,7,6,6,5,6,5,6,,2,1,3,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,7
1511,1,3,2,2,5,5,5,5,6,7,7,7,7,,6,,,7,7,,7,7,7,,7,6,7,7,7,7,2,2,5,4,2,6,6,6,6,,6,,,1,5,,3,6,6,,6,4,7,6,5,3,5,If is possible to maximize the area to have more study/working spaces. Always full.,3,1,2,,,,,,,,,,1,,1,1,,,1,,,,1,,,,,,,8
1517,1,4,2,2,5,5,6,6,5,6,,7,,6,6,6,6,7,7,,7,7,6,,7,6,6,7,6,,5,5,6,6,5,6,,7,,6,6,6,6,5,5,,7,7,4,,5,5,6,4,5,,6,"Improve the number of databases e.g. New York Times, WSJ.
Improve access to sell side research as most of the financial databases lack access to brokers (e.g. Bloomberg only has access to 2-3 banks, Cap IQ does not have access to sell side research)",2,1,2,,,,,,,1,,1,,,,,,,1,,,,1,,,,,,1,8
1531,1,6,4,2,6,6,6,6,6,6,,,6,6,,6,6,7,7,,7,7,7,6,6,7,7,6,7,,6,6,5,5,5,6,,,6,6,,6,6,5,6,,7,7,7,6,6,5,7,6,5,,5,More research institute materials could be linked up with SMU and allow alumni students to have access these research materials to facilitate life-long learning at a nominal fee.,2,2,2,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,1,8
1608,1,6,4,2,7,5,7,7,7,7,,7,7,7,7,7,7,,7,,,7,7,7,7,7,7,7,7,7,7,5,6,7,7,7,,7,7,7,7,7,7,,7,,,7,7,7,7,7,7,7,7,7,7,,3,2,1,,,,,,,1,,,,,,,1,,1,1,,,,,,,,,,10
1661,2,4,5,2,5,,5,,,5,6,6,,6,6,6,5,6,5,,7,6,7,5,7,6,5,5,7,4,5,,5,,,5,6,6,,6,5,5,6,5,4,,5,5,3,5,5,5,6,6,6,5,5,NIL,1,1,2,,1,,1,1,,,,1,,,,,,,1,,,,,,,,,,,7
1724,1,4,2,2,5,7,7,1,4,7,,7,,,7,7,,7,6,,7,7,7,5,7,7,7,5,4,4,6,4,4,4,4,7,,6,,,4,5,,6,6,,7,7,7,6,7,7,5,5,4,4,5,Send reminders for when books are due,3,2,2,,,,,,,1,,1,1,,,1,,,1,,,,,,,,,,,6
1778,1,7,4,2,7,7,5,6,7,7,7,5,,,2,5,6,7,,,7,7,,7,7,4,7,7,7,1,7,6,4,6,7,7,7,5,,,2,5,6,7,,,7,7,,7,7,5,7,7,7,1,6,"Having a more user-friendly app that allows me to easily log in,  get to conference databases, and saves links for citations would be a great help!",3,1,1,,,,,,,,,1,1,,,,,1,1,,,1,,,,,,,,8
1848,1,2,2,2,5,5,6,,5,7,,6,,7,6,7,7,7,6,,7,7,7,6,7,5,3,5,6,,5,5,6,,5,7,,5,,6,6,6,7,6,5,,6,6,7,6,7,5,4,6,6,,6,"Love our library, contented with the current resources & architecture. Not alot of improvements I can think of that doesn't come across as 'asking too much'. Just one way the library could look into is the entrance, bottlenecks form sometimes during peak hours (transition between classes). The gantry is not the most sensitive also.",2,2,2,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,1,9
1859,1,4,1,2,1,1,6,1,1,6,3,6,6,7,3,4,5,5,7,3,6,7,7,,,,4,,4,,6,6,6,5,6,7,6,6,7,7,2,5,6,4,5,2,7,7,7,,,,6,,6,,6,Nil,2,2,3,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,10
1897,1,3,2,2,5,7,6,,6,6,,7,7,6,,6,6,7,7,,7,7,7,,7,6,7,7,7,5,7,6,6,,6,6,,6,7,6,,6,6,4,4,,6,6,6,,6,6,6,6,6,4,6,An area for improvement is to extend the library opening & closing time for near-exam periods.,3,1,2,,,,1,,,1,,,,1,,,,,1,,,,1,,,,,,,9
1974,1,3,4,2,6,7,7,5,,7,,7,7,7,7,7,7,7,7,,7,7,7,,,7,7,7,7,7,7,7,7,6,,7,,7,7,7,7,7,7,6,6,,5,7,7,,,7,7,7,7,7,7,Could you subsribe to the oreily books package or linda video courses,2,1,3,,,,,1,,1,,,,,,,,,1,,,,1,1,,,,,,10
1985,1,4,2,2,5,5,6,6,5,6,,6,,,7,7,7,7,5,,7,7,6,6,6,6,6,6,6,,4,4,5,6,5,6,,6,,,5,7,7,7,5,,7,7,4,6,6,6,6,6,6,,6,can fit more study spaces at the quiet area on level 4.,2,1,1,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,1,7
1993,1,2,1,2,7,6,7,6,6,6,6,7,6,7,7,7,7,7,6,,7,,7,6,7,6,,7,7,,6,6,7,7,7,7,7,7,7,7,7,7,7,5,6,,7,,4,7,7,7,,7,7,,6,,2,1,3,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,9
1999,1,4,4,2,5,7,7,,6,7,,7,,7,7,7,7,7,5,,7,7,7,7,7,7,,7,7,6,5,7,7,,6,7,,7,,7,5,7,7,5,7,,7,7,7,7,7,7,,7,7,7,7,"Seat reservation system, Hanyang University in South korea has a seat booking system using student ID's, each booking lasts 4hours and is extendable by 2 hours after 3hours. Useful in preventing excessive seat hogging and makes it easier to find seats",3,1,4,,,,1,,,1,,1,,,,,,,1,,,,,,,1,,,,10
2030,1,7,2,2,7,7,6,5,6,6,7,7,7,7,7,7,7,,,,7,7,,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,6,7,7,,,,7,7,,5,6,6,7,7,7,7,6,,4,2,1,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,10
2032,1,3,4,2,5,6,4,5,5,4,5,4,5,4,2,6,6,5,5,,5,5,5,,6,6,6,,,6,5,5,6,7,5,6,7,6,7,4,5,6,5,6,5,,5,5,4,,7,6,6,,,5,6,,2,2,2,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,10
2051,1,2,1,2,5,6,5,,,7,,5,,7,5,7,7,7,5,,7,7,7,7,7,7,7,7,7,7,6,5,5,,,5,,7,,7,6,7,7,3,4,,4,6,3,6,6,6,7,7,7,4,5,Thorough cleaning of the library is required as the study area is relatively dirty,1,1,3,,,,1,1,,1,,1,,,,,,,1,,,,,,,,,,,6
2080,1,2,2,2,6,6,6,3,3,6,,,5,6,,6,6,7,5,1,7,7,7,,7,6,7,7,7,,6,6,6,5,5,6,,,5,6,,6,7,5,5,6,7,7,6,,6,6,6,6,6,,6,There should’ve been more studying tables available after the renovation,1,1,2,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,1,9
2081,1,6,2,1,4,4,6,6,3,6,5,6,6,6,7,6,2,4,4,2,7,7,7,,5,6,,3,,,3,5,6,3,2,6,6,6,4,2,6,2,2,1,5,4,2,4,4,,4,2,,5,,,4,,2,2,4,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,6
2083,1,4,6,2,6,6,6,,5,5,,6,,7,6,7,7,7,5,,7,7,7,6,7,7,7,7,7,7,6,6,6,,7,7,,6,,5,3,5,7,4,6,,7,7,5,6,7,3,7,7,7,5,6,,3,1,2,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,8
2091,1,3,4,1,6,6,6,6,,6,,6,,6,7,6,6,7,7,7,7,7,7,,7,7,7,7,6,,5,5,7,6,,7,,6,,6,6,6,6,7,7,7,7,7,7,,6,6,5,5,6,,6,Nil,2,1,4,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,1,10
2111,1,3,2,2,5,7,4,5,4,7,,6,,7,,7,7,7,5,,7,7,7,,7,7,7,5,7,7,6,7,5,6,6,7,,7,,7,,7,7,5,3,,7,7,7,,7,7,7,7,7,4,6,"Seat hogging still seems to be a major problem. I understand for lunch breaks and so on, but people often keep seats for their friends for hours on end. Am thankful that the library has issued reminders however. :)",2,1,3,,,,,,,1,,1,,1,,,,,1,,,,1,,,,,,,8
2115,1,7,2,2,6,5,6,6,5,6,7,6,3,6,5,6,6,7,,,7,7,,,7,6,7,6,5,6,5,6,6,7,5,6,6,7,2,6,4,6,6,7,,,7,7,,,7,6,6,5,4,6,6,,3,3,2,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,9
2119,1,3,3,2,7,7,7,5,5,7,,7,7,,7,7,7,7,7,,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,,7,7,7,7,7,,5,7,7,,7,7,7,7,7,7,7,,2,2,2,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,,10
2155,1,3,6,2,5,4,4,5,4,6,,5,,,7,5,5,7,6,,7,7,7,6,7,7,6,6,6,5,5,4,4,5,4,6,,4,,,6,5,5,4,5,,6,7,5,6,5,6,6,4,5,4,5,,2,1,2,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,8
2160,1,1,2,2,6,6,5,7,6,7,,,5,6,,6,6,7,6,,6,7,6,,6,6,7,7,6,6,6,6,6,6,6,6,,,5,6,,6,6,5,5,,5,7,5,,5,5,6,5,6,4,5,"Could better enforce that students don't leave their stuff around and leave. Students should also refrain from excessive talking because it's distracting. The courses provided by the library are really interesting but tend to coincide with class timings,perhaps there could be varying time slots based on popularity.",1,1,3,,,,,,,1,1,,,1,,,,,1,,,,1,,,,,,,5
2207,1,1,1,2,5,7,3,7,7,7,,7,,7,,7,7,7,7,,7,7,7,,7,7,7,7,7,7,5,7,3,5,5,7,,7,,7,,7,7,4,1,,7,7,7,,7,7,7,7,5,7,4,More seats and tables for students to study,2,1,2,,,,,,,1,,1,,1,,,,,1,,,,1,,,,,,,8
2231,1,3,1,2,5,7,7,3,5,7,,,5,6,,7,7,7,7,3,7,7,7,,,6,7,6,4,4,6,7,6,6,6,6,,,7,6,,6,6,4,6,3,7,7,7,,,7,7,6,6,5,5," - KGC library is quite cold, would be good to adjust the temperature
- LKS library is good for temperature but there is still problem of seat hogging",2,1,3,,,,,,,1,1,,,1,,,,,,,,,1,1,,,,,,9
2356,1,2,3,2,7,7,7,,7,7,,7,,7,7,7,7,7,7,,7,7,7,,7,4,7,7,5,7,7,7,7,,3,4,,7,,7,7,7,7,7,7,,3,7,7,,7,7,7,7,7,7,5,"The renovation projects, while aesthetically pleasing, are not very practical (less chairs/tables)",1,1,2,,,,1,,,1,,1,,,,,,,1,,,,1,,,,,,,8
2360,1,6,2,1,6,6,6,7,7,6,,,,6,7,,6,7,7,4,7,6,7,6,7,7,7,6,5,7,5,6,6,5,4,4,,,,6,6,,5,5,5,7,7,6,7,5,6,5,5,5,5,5,6,,2,1,2,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,10
2374,1,3,3,2,6,6,6,6,6,6,,,,6,6,6,6,7,7,,7,7,7,,7,7,7,7,7,7,5,6,6,5,6,5,,,,6,6,6,6,5,4,,6,7,7,,7,7,7,7,7,7,6,Late closing time,2,2,2,,,,,,,1,1,1,,,,,,,1,,,,1,,,,,,,10
2402,1,1,4,2,7,7,7,,7,7,,,,,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,5,7,7,7,,6,7,,,,,7,7,7,7,7,7,7,7,2,6,6,6,3,6,7,7,6,Introduce e-book for key reference textbooks used in course,1,1,2,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,10
2419,1,4,2,2,4,7,6,,6,7,,7,5,,4,5,6,7,7,,7,7,7,,7,5,7,7,7,7,5,7,6,,6,7,,7,5,,4,6,6,5,5,,7,7,7,,7,5,7,7,7,7,7,"Function-wise I think it's great, though I'm not a very frequent user of the library.  Maybe just the atmosphere/aesthetic? Maybe to feel more homely esp during revision periods cos the library somehow feels very clinical.",3,1,1,,,,1,,,1,,,1,,,,,,1,,,,1,,,,,,,8
2453,1,1,3,1,7,7,7,,7,7,,7,,,7,7,7,7,7,,7,7,7,7,7,7,6,7,7,7,7,7,7,,7,7,,7,,,7,7,7,7,2,,7,7,7,7,7,7,7,7,7,5,5,"The overall library is really nice, I love the ambiance, I love how the library provides a lot of places to charge our gadgets. However, sometimes, especially during the exam week, the library will be fully packed and many people will hog the tables with their bags or other stuff. I feel that rather disturbing, as sometimes they won't be back to the library for quite a long time, but they block the tables.",1,1,2,,,,1,,,1,,1,1,,,,,,1,,,,,,,,,,,7
2470,1,1,2,2,4,4,7,4,4,7,,,,7,7,7,7,7,6,,7,7,7,7,7,7,6,7,6,,6,6,7,7,6,7,,,,7,7,7,7,4,6,,6,7,5,7,6,7,7,7,7,,6,"More tables and chairs. The new ""chic"" concept looks better than what was there previously, but it is less functional.",2,2,2,,,,,,,1,1,1,,,,,,,1,,,,,,,,,,1,10
2586,1,2,1,2,5,6,6,4,3,,,,,6,7,6,6,7,6,3,7,7,6,,5,6,7,7,5,6,5,6,6,7,5,,,,,5,3,6,6,4,4,7,7,7,6,,6,7,7,7,5,6,6,Awkward to do group projects at tables when everyone is studying quietly; create more spaces that can be used for group discussion without need to book,2,1,2,,,,,,1,1,1,1,,,,,,,,,,,1,,,,,,,9
2593,1,2,1,2,7,7,5,7,7,7,,,,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,,,,7,7,7,7,6,7,,7,7,7,7,7,7,7,7,7,,7,Try to reduce seat-hogging in the library in order to ensure maximum utility of seats,2,1,2,,,,,,,1,1,1,,,,,,,1,,,,,,,,,,1,10
2650,1,1,1,2,4,4,6,3,3,7,,,,,,6,6,7,7,6,5,7,6,5,6,6,7,7,7,6,4,4,5,3,3,7,,,,,,5,5,5,6,5,5,7,5,5,5,6,7,7,6,6,6,Nil,2,1,2,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,8
2656,2,1,5,2,7,7,7,3,4,7,,,,,5,5,3,7,7,,7,7,7,5,5,5,7,6,6,7,7,7,7,7,7,5,,,,,6,6,6,4,5,,7,7,1,6,6,6,7,7,7,4,5,"The printing has a major problem. When i print my things, it sometimes shows error x command or something and like I can print 1 dollar worth of stuff but only one sheet of paper comes out and 1 dollar is deducted. this is the same of my peers, please fix it.",1,1,1,,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,5
2658,1,2,1,2,5,5,5,6,5,6,5,6,,,6,,,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,4,6,5,6,5,6,,,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,1,1,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,7
2660,1,2,5,2,5,7,7,,7,7,,7,,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,6,7,7,,6,5,,7,,7,7,6,7,5,5,,7,7,7,6,7,7,6,7,5,,6,Open the library early even on weekends.,1,2,2,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,1,10
2671,2,2,6,2,4,4,5,4,5,6,,6,,,6,,6,7,6,,6,7,6,6,6,6,6,6,6,5,4,5,5,6,6,6,,6,,,6,,6,6,5,,5,6,6,6,6,6,3,5,4,2,5,Can make more ebooks of physical books that are owned available online. Can also have more quiet study spaces and group discussion spaces that are clearly demarcated.,2,1,3,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,6
2675,1,1,2,2,2,4,7,5,7,7,,,,2,,7,5,7,7,1,7,7,7,,7,5,7,7,7,7,4,6,6,6,6,7,,,,5,,6,6,5,5,4,5,7,6,,7,6,7,6,7,6,6,More tables,1,1,3,,,,,,,1,1,1,,1,,,,,,,,,1,,,,,,,9
2687,1,3,4,2,6,6,6,7,7,7,7,7,4,4,7,6,6,7,7,4,7,7,7,,,,7,7,,,6,6,7,6,6,7,7,7,7,7,7,6,6,6,4,7,7,7,7,,,,6,7,,,5,"Well done, its good to have staff explaining how to use several sites for research but having an online tutorial would be better.",3,1,4,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,6
2703,1,2,1,2,6,6,5,5,5,6,,6,,,6,6,4,2,2,,4,7,3,5,7,5,5,5,5,2,4,5,5,5,5,6,,6,,,6,6,4,2,2,,4,6,3,5,7,5,5,5,5,2,5,,2,1,2,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,5
2718,1,4,1,2,5,6,7,1,7,7,,,,5,,5,5,7,7,1,7,7,7,5,6,6,7,7,7,,6,6,7,4,6,3,,,,6,,6,6,6,6,4,7,6,6,5,7,7,7,7,7,,6,"Open earlier on Sundays please. Everyone squeezes in the tiny Learning Commons before the main section opens during the later weeks it's quite sad.
Also, please provide more cubicles at L4QA. How come they all disappeared and are replaced with chairs and tables that are more suited for networking when it's a Quiet Area",1,1,3,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,1,7
2774,1,1,2,2,6,7,4,5,7,6,,,7,6,,7,7,7,7,,7,7,7,,7,6,7,6,6,7,5,5,4,6,5,6,,,6,6,,6,7,5,5,,6,7,4,,6,5,6,5,6,6,5,"The air in the commons study area seems to be rather bad. There have been students who fell sick after studying in that area. I think there could be more thorough cleaning of the sofas, and carpets.",2,1,2,,,,,,,1,1,,,1,,,,,1,,,,1,,,,,,,8
2815,1,3,2,2,3,4,4,2,4,7,,7,,7,6,6,6,7,7,7,7,7,7,,6,,3,5,3,3,5,5,4,4,4,6,,7,,6,4,6,6,5,3,3,3,6,6,,6,,4,4,4,4,6,,2,1,4,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,9
2825,2,3,5,2,5,7,4,,4,7,,7,,5,7,7,,7,7,,7,7,7,7,7,7,7,7,7,7,3,5,4,,4,7,,5,,7,5,7,,5,4,,7,7,6,5,5,5,6,4,7,4,6,n/a,2,1,1,,,,1,,,1,,1,,,,1,,,1,,,,,,,,,,,9
2835,1,4,3,2,6,6,6,5,5,7,7,,6,,,7,6,7,7,,7,7,7,6,6,6,7,7,6,,6,6,6,6,6,7,7,,6,,,6,6,3,3,,7,7,6,6,6,6,7,7,6,,6,Make the interior layout of the library more easy on the eye. eg. add more greenery such as plants,2,1,2,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,1,8
2853,1,4,6,2,3,5,4,,4,6,7,3,,,7,,3,7,7,2,4,7,,5,7,6,7,5,5,3,4,5,5,,4,7,7,5,,,5,,4,5,4,3,3,7,,6,7,7,7,6,6,5,4, -,3,3,3,,,,1,,,,,1,1,,1,,,,,,,1,,,,,,,,6
2863,1,4,2,2,6,6,6,5,6,7,,6,,6,6,6,6,6,6,,6,6,6,6,6,6,7,6,6,,6,6,6,6,6,7,,6,,6,6,6,6,6,6,,6,6,6,5,5,6,7,6,6,,6,,3,1,2,,,,,,,1,,1,,,,,,,1,,,,,,,,,,1,8
2923,1,2,1,2,7,5,7,,,4,,7,,7,7,7,7,7,7,7,7,7,7,,7,7,5,6,6,4,5,5,7,,,5,,7,,7,7,7,7,5,4,2,7,7,5,,5,6,5,6,7,4,6,"Somehow the printers are not always working and it can be quite frustrating at times. I also feel that there should be more toilet cubicles as the queue can be very long. While I do go to the toilets in the other levels, quite often, there is a long queue in the other levels too. 
While the new layout of the library looks quite pleasing aesthetically, I believe that we should consider the practicality and usability of some of the new furniture. Some of the tables near the windows are too small for studying and I believe the space can be further maximised to include more functional tables and chairs that are better for long hours of studying, with good back support.",1,1,3,,,,1,1,,1,,1,,,,,,,,,,,1,,,,,,,10
3026,1,13,2,2,6,6,6,5,4,6,,5,5,7,6,6,7,6,6,6,6,6,6,6,,,5,6,,6,6,4,4,5,4,6,,5,5,7,4,6,6,6,4,4,4,6,4,4,,,5,4,,5,5,,2,1,2,,,,,,,1,,,,,,,,,,,,,,1,1,,,1,,9
3130,1,5,2,2,4,7,6,,6,7,,7,6,6,6,7,7,6,7,3,,7,7,6,6,6,,5,5,5,5,6,4,,6,7,,5,6,6,6,7,7,6,5,5,,7,7,6,6,5,,5,5,5,6,,3,1,3,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,8
3188,1,1,4,2,6,6,6,6,6,6,,6,,6,,6,7,7,7,,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,,7,,7,,7,7,7,7,,7,7,7,7,6,6,7,7,7,5,7,,2,1,2,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,10
3191,2,4,6,2,2,5,5,2,2,7,,,,7,5,5,7,7,6,,6,7,6,,7,5,7,7,7,7,5,4,6,5,5,7,,,,7,7,7,7,3,2,,6,7,7,,7,7,7,7,7,2,5,"More places to study, and extended opening hours on weekends.",1,1,1,,,,,,,1,1,1,,,,,,,1,,,,1,,,,,,,9
